,A,B,C,D,E,F,G,H,J,K
4.0,12714724,8601120,8291108,13061704,5424705,8427501,13032162,11711723,8235447,13377104
10.0,12820060,8632614,8347052,13408384,5471631,8305371,13811226,12711212,8397478,14093357
17.0,12975900,8879712,8416464,13766192,5812884,8503965,13623324,12582894,8993538,13966431
