,A,B,C,D,E,F,G,H,J,K
15.0,15041,15066,15494,16044,16358,16030,16380,14929,14516,15367
31.0,15818,15969,16043,16388,17299,17159,17317,15512,15363,16164
48.0,15986,16119,16497,16600,18307,18146,17779,16323,15773,16173
