,10,12,13,15,17,2,23,26,27,3,32,35,36,37,38,4,6,7,8
7.0,7343,7531,7767,7336,7337,7562,8253,8346,7805,7563,7313,7676,7607,7558,7685,7532,7377,7782,7641
15.0,7403,7716,7914,7412,7382,7710,8368,8517,7841,7792,7685,7463,7656,7690,7906,7756,7426,7968,7846
22.0,7813,7885,8087,7789,7803,7871,8761,8688,8133,7797,7770,7848,8068,7853,7839,7755,7832,8127,8001
