,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
17.0/F低層A,17.0,低層,A,16322180,17020,959,325,4,NTKO
51.0/F中層A,51.0,中層,A,,,,,,NTKO
76.0/F高層A,76.0,高層,A,,,,,,NTKO
17.0/F低層B,17.0,低層,B,19625724,20529,956,271,3,NTKO
51.0/F中層B,51.0,中層,B,19941843,17539,1137,138,3,NTKO
76.0/F高層B,76.0,高層,B,,,,,,NTKO
17.0/F低層C,17.0,低層,C,12140931,17369,699,345,3,NTKO
51.0/F中層C,51.0,中層,C,13405422,19178,699,200,3,NTKO
76.0/F高層C,76.0,高層,C,,,,,,NTKO
17.0/F低層D,17.0,低層,D,11562715,17653,655,366,4,NTKO
51.0/F中層D,51.0,中層,D,12909395,19709,655,273,4,NTKO
76.0/F高層D,76.0,高層,D,,,,,,NTKO
