,A,B,C,D,E,F,G
5.0,11508652,20666908,15642579,14574318,14960358,13492466,6052020
10.0,24865408,16289888,16597851,,16094001,14224691,6252740
17.0,12348740,28720860,17453991,15742419,16366728,14649757,6530680
