,A,B,C,D,E,F,G,H,J,K
9.0,5942300,6990376,6990376,5382982,5841790,5623278,5608053,6999838,6049242,5966415
20.0,6135675,7209056,7209056,4704106,5953500,5818281,5776144,7218903,6237810,6179810
30.0,6283550,6431238,7299981,5663200,6110100,5894100,5778400,7299981,6391872,5910016
