,A,B,C,D,E,F,G,H
9.0,13930,13231,14642,13975,15270,15373,13213,13723
25.0,14080,13813,14570,14235,15457,15993,13334,13901
40.0,14546,14152,15144,14593,15945,15959,14040,14423
