,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,15598,15129,15411,9699,9241,9516,8824,8812,8720,8695,9645,9129,15471,9599,9599,8791,8477,8695,8695,9602
20.0,16134,15707,15981,10065,9747,9975,9228,9198,9099,9087,9991,9416,16131,9943,9943,9198,8778,9099,9087,9956
32.0,16714,16289,16569,10353,10357,10374,9553,9520,9386,9373,10279,9504,16729,10244,10244,9492,9106,9386,9395,10239
