,A,B,C,D,E,F,G
8.0,13049883,13970572,15736888,12938001,6849614,7270770,6309025
18.0,13419252,14346442,16213976,16244799,7047803,7410864,6941570
26.0,,17649765,17127711,7217875,8928192,7226606,7103265
