,12,13,16,19,2,22,25,26,27,29,3,4,8
5.0,287,384,384,445,446,372,482,382,372,372,440,484,384
13.0,287,384,384,445,446,372,482,382,372,372,440,484,384
21.0,287,384,384,445,446,372,482,382,372,372,440,484,384
