,A,AH,AJ,B,C,D,DG,DI,E,F,G,H,HI,I,IJ,J
21.0,13049352,,,6978440,13149384,15140808,,,8033334,11111368,8557080,8402700,,11916748,18979860,11701608
67.0,,,,,,,,,,,,,,,,
102.0,,,,,,,,,,,,,,,,
