,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,5705540,5292964,5292964,5574111,5914455,5175569,5378020,4658487,4794504,5292964,5292964,5308026,5761887,5870934,5294736,5292964,5572165,5292964,5408424,6137298,5292964,5292964,5728335,5728335
18.0,5902450,5380678,5380678,5726679,5997096,5370932,5507819,4910709,5019675,5380678,5380678,5521552,5761887,6014211,5421434,5380678,5718150,5378020,5667291,6262614,5436053,5380678,5729305,5729305
28.0,5937855,5623442,5623442,5828880,6083160,5444913,5652237,5030724,5090541,5623442,5623442,5558321,5900763,6098319,5621227,5623442,5856860,5389095,5612607,6401205,5570282,5623442,5868015,5902450
