,A,B,C,D,E,F,G,H,J,K
8.0,10000,9592,9144,9191,9566,9958,9187,9210,9146,9067
20.0,10584,10379,9522,9972,9992,10695,9628,9593,9625,9518
33.0,10743,10422,9970,10391,10312,10794,10184,10218,9807,9845
