,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,11764,11948,11948,11399,12095,11683,12140,12227,12584,11948,11948,11982,11783,12006,11952,11948,11489,11948,12264,11558,11948,11948,11811,11811
18.0,12170,12146,12146,11711,12264,12124,12433,12889,13175,12146,12146,12464,11783,12299,12238,12146,11790,12140,12851,11794,12271,12146,11813,11813
28.0,12243,12694,12694,11920,12440,12291,12759,13204,13361,12694,12694,12547,12067,12471,12689,12694,12076,12165,12727,12055,12574,12694,12099,12170
