,A,B,C,D,E,F,G,H,J,K
7.0,10687,10877,11080,11497,10838,11210,10186,10864,11307,11572
21.0,11657,11239,11710,11922,11718,11537,11225,11277,11763,11502
34.0,11931,12150,12410,12363,11968,11916,12099,12017,12634,11994
