,A,B,C,D,E,F,G,H,J,K
7.0,12233,12470,13310,12402,11671,11715,12587,13434,13005,11641
18.0,12673,13004,13752,12844,12151,12166,13055,13875,13440,12298
31.0,12972,13546,14296,13537,13400,12814,13603,14468,14004,12835
