,1,10,2,3,4,5,6,7,8,9
7.0,5670744,4933102,5843038,4501626,6572046,4891398,5867414,5664096,4770296,6643332
18.0,5922260,5066234,6009792,5105131,6755166,5027738,6031952,5776558,4884982,6831030
29.0,6080150,5193752,6173222,5248689,6926514,5159667,6189842,6039154,5009292,7007610
