,1,13,14,18,3,8,9
7.0,2665974,2369176,2577817,2482441,,3354304,2427040
18.0,2753688,2450016,2757232,2563429,,3439168,2510970
27.0,2826340,2517320,2829884,2630125,,3508800,2576805
