,1,10,11,15,21,24,6,7
9.0,2028825,2013966,1998345,2015871,2377480,2013966,2013966,2013966
20.0,2086356,2073021,2057019,2076069,2448530,2073021,2073021,2073021
30.0,2141220,2129409,2113026,2133981,2515660,2129409,2129409,2129409
