,12,13,16,19,2,22,25,26,27,29,3,4,8
5.0,8874,8038,7689,7519,7484,7841,7335,7849,8170,8096,7407,7279,7865
13.0,8985,8155,7995,7919,7874,8073,7729,8169,8367,8431,7600,7680,8244
21.0,9115,8328,7861,7922,7903,8184,7763,7950,8576,8351,7776,7844,8005
