,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5575626,8631,646,355,4,NTKO
18.0/F中層1,18.0,中層,1,5754834,9006,639,358,4,NTKO
30.0/F高層1,30.0,高層,1,5894932,9298,634,311,4,NTKO
7.0/F低層10,7.0,低層,10,4925847,8251,597,379,4,NTKO
18.0/F中層10,18.0,中層,10,5287629,8857,597,403,4,NTKO
30.0/F高層10,30.0,高層,10,5467770,9205,594,390,4,NTKO
7.0/F低層11,7.0,低層,11,5232907,8707,601,353,3,NTKO
18.0/F中層11,18.0,中層,11,5357314,8914,601,382,4,NTKO
30.0/F高層11,30.0,高層,11,5506728,9224,597,336,4,NTKO
7.0/F低層12,7.0,低層,12,4557784,8456,539,362,4,NTKO
18.0/F中層12,18.0,中層,12,4777157,8863,539,385,4,NTKO
30.0/F高層12,30.0,高層,12,4907020,9172,535,333,4,NTKO
7.0/F低層13,7.0,低層,13,4628932,8588,539,355,3,NTKO
18.0/F中層13,18.0,中層,13,4833725,9035,535,364,3,NTKO
30.0/F高層13,30.0,高層,13,5164890,9654,535,340,3,NTKO
7.0/F低層14,7.0,低層,14,3998160,9255,432,318,4,NTKO
18.0/F中層14,18.0,中層,14,3931632,9101,432,322,4,NTKO
30.0/F高層14,30.0,高層,14,4099398,9623,426,353,5,NTKO
7.0/F低層15,7.0,低層,15,3998160,9255,432,318,4,NTKO
18.0/F中層15,18.0,中層,15,3909906,9114,429,322,4,NTKO
30.0/F高層15,30.0,高層,15,4099398,9623,426,353,5,NTKO
7.0/F低層16,7.0,低層,16,5268130,8155,646,391,4,NTKO
18.0/F中層16,18.0,中層,16,5566582,8617,646,397,4,NTKO
30.0/F高層16,30.0,高層,16,5759090,8915,646,351,4,NTKO
7.0/F低層2,7.0,低層,2,4948634,8234,601,345,4,NTKO
18.0/F中層2,18.0,中層,2,5779216,9616,601,325,4,NTKO
30.0/F高層2,30.0,高層,2,5382234,9061,594,315,4,NTKO
7.0/F低層3,7.0,低層,3,4893342,8142,601,327,3,NTKO
18.0/F中層3,18.0,中層,3,5121066,8578,597,385,4,NTKO
30.0/F高層3,30.0,高層,3,5321658,8914,597,348,4,NTKO
7.0/F低層4,7.0,低層,4,4670435,8665,539,341,4,NTKO
18.0/F中層4,18.0,中層,4,4809115,8989,535,353,4,NTKO
30.0/F高層4,30.0,高層,4,4941720,9324,530,310,4,NTKO
7.0/F低層5,7.0,低層,5,4670435,8665,539,341,4,NTKO
18.0/F中層5,18.0,中層,5,4834830,8970,539,354,4,NTKO
30.0/F高層5,30.0,高層,5,4941720,9324,530,310,4,NTKO
7.0/F低層6,7.0,低層,6,3781296,8753,432,334,4,NTKO
18.0/F中層6,18.0,中層,6,3876873,9037,429,363,4,NTKO
30.0/F高層6,30.0,高層,6,4047426,9501,426,332,4,NTKO
7.0/F低層7,7.0,低層,7,3982608,9219,432,328,3,NTKO
18.0/F中層7,18.0,中層,7,4088370,9530,429,350,3,NTKO
30.0/F高層7,30.0,高層,7,4112178,9653,426,360,4,NTKO
7.0/F低層8,7.0,低層,8,5330146,8251,646,327,3,NTKO
18.0/F中層8,18.0,中層,8,5505624,8616,639,381,4,NTKO
30.0/F高層8,30.0,高層,8,5444919,8521,639,342,4,NTKO
7.0/F低層9,7.0,低層,9,5259086,8141,646,346,4,NTKO
18.0/F中層9,18.0,中層,9,5355459,8381,639,355,4,NTKO
30.0/F高層9,30.0,高層,9,5521599,8641,639,330,4,NTKO
