,A,B,C,D,E,F,G,H,J,K,L,M
7.0,5542515,6403664,6186992,6186992,6121872,5350776,5095848,6242640,6088720,6186992,6089904,5591025
18.0,5681610,6464048,6321376,6321376,6307168,5540616,5193932,6366368,6162128,6321376,6229024,5767740
28.0,5789520,6599616,6526800,6526800,6375840,5680284,5540616,6526800,6270464,6526800,6489504,5901885
