,1,10,11,15,21,24,6,7
9.0,5325,5286,5245,5291,4852,5286,5286,5286
20.0,5476,5441,5399,5449,4997,5441,5441,5441
30.0,5620,5589,5546,5601,5134,5589,5589,5589
