,A,B,C,D,E,F,G,H
3.0,15651,15380,15727,15118,15601,14362,15969,14226
7.0,16197,15647,15881,15426,15871,14608,17101,14478
10.0,16445,15611,16187,16190,16682,14769,15957,14655
