,subjFloor,floorLv,unitNo,price,npsf,nfa
17.0/F低層A,17.0,低層,A,8325168,16584,502
38.0/F中層A,38.0,中層,A,8036518,16009,502
59.0/F高層A,59.0,高層,A,9524446,18973,502
17.0/F低層B,17.0,低層,B,9921465,14073,705
38.0/F中層B,38.0,中層,B,11761515,16683,705
59.0/F高層B,59.0,高層,B,12581430,17846,705
17.0/F低層C,17.0,低層,C,9961999,15493,643
38.0/F中層C,38.0,中層,C,8976923,13961,643
59.0/F高層C,59.0,高層,C,9466889,14723,643
17.0/F低層D,17.0,低層,D,10043220,15217,660
38.0/F中層D,38.0,中層,D,9660420,14637,660
59.0/F高層D,59.0,高層,D,10606200,16070,660
17.0/F低層E,17.0,低層,E,7174030,14206,505
38.0/F中層E,38.0,中層,E,7910280,15695,504
59.0/F高層E,59.0,高層,E,8225784,16321,504
17.0/F低層F,17.0,低層,F,11144700,15921,700
38.0/F中層F,38.0,中層,F,9524487,13587,701
59.0/F高層F,59.0,高層,F,10051639,14339,701
17.0/F低層G,17.0,低層,G,8037360,16470,488
38.0/F中層G,38.0,中層,G,8291608,16991,488
59.0/F高層G,59.0,高層,G,8615152,17654,488
17.0/F低層GH,17.0,低層,GH,19152025,13535,1415
38.0/F中層GH,38.0,中層,GH,20206200,14280,1415
59.0/F高層GH,59.0,高層,GH,20657585,14599,1415
17.0/F低層H,17.0,低層,H,14070933,15179,927
38.0/F中層H,38.0,中層,H,14882058,16054,927
59.0/F高層H,59.0,高層,H,15700599,16937,927
