,A,B,C,D,E,F,G,H,J,K,L,M
7.0,10986,10354,10561,10561,10561,11273,11413,10561,10561,10561,10526,11198
18.0,11312,10679,10865,10865,10865,11604,11683,10865,10865,10865,10883,11576
28.0,11623,11115,11157,11157,11157,11926,12006,11157,11157,11157,11187,11889
