,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,4556167,4560479,4385843,3840710,3929042,3913236,,,3905994,5040587,5039986,3840710,4473700,3884876,3869358,,,3864672,4905549,4932407
20.0,4744380,4635240,4655035,4157439,4172454,4222616,,,4122552,5144560,5118678,4157439,4586020,4054668,4111952,,,4101382,5071515,5099485
32.0,4914690,4923700,4933770,4325178,4311972,4385557,,,4289148,5429754,5459454,4325178,4826770,4262556,4296726,,,4289148,5459454,5511170
