,A,B,C,D,E,F,G,H,J,K,L,M
6.0,5018556,5887644,5875600,4810905,5846414,5679056,5302440,5886466,5912896,5205420,5958792,5912896
16.0,5142856,6164474,6069776,4961880,5978350,5864944,5428170,6016635,6189360,5266305,6074628,6189360
26.0,5274388,6165652,6226656,5150970,6163885,6175744,5552910,5934175,6066224,5454900,6178704,6191728
