,1,10,3,4,5,6,7,8,9
8.0,9621,9037,9621,8966,9028,9621,8826,12705,9028
18.0,9920,9351,9920,9264,9299,9920,9094,9877,9299
28.0,10181,9571,10181,9449,9560,10181,9274,10138,9560
