,A,B,C,D,E,F,G,H,J,K
7.0,4450937,4752396,5904016,5930064,4877268,4223800,5944864,5944864,6089904,5937168
20.0,4109154,5027792,5830016,5863168,5091196,4361720,6050240,5830016,6324336,5878560
33.0,4229834,5240752,6214224,6248560,5274632,4487141,6117728,6117728,6672432,6146144
