,A,B,C,D,E,F,G,H
15.0,15044,15170,15156,15334,15310,14784,15369,15144
32.0,16758,16184,15825,16492,15629,15304,15958,15529
50.0,17617,17411,16738,17745,16811,16426,16736,17272
