,12,2,21,22,4,6,8
9.0,3497130,2915412,3418240,2879979,3387860,2502027,2844546
19.0,3502030,2992755,3516240,2959608,3481940,2524125,2759202
28.0,3583370,3060954,3598560,3027426,3553480,2593086,2821305
