,1,2,3,4,5,6,7,8,9
7.0,3639877,5556030,3631055,4623684,4703460,3631055,5590860,3658323,4807058
18.0,3706844,5472825,3773009,4769940,4797640,3773009,5750820,3764187,4906778
29.0,3815916,5565060,3879675,4841960,4858026,3879675,5896590,3796267,5042508
