,A,B,C,D,E,F,G,H,J,K,L,M
8.0,11334,10368,10723,11029,10441,9324,10973,9342,10708,11293,10709,9086
17.0,11471,9457,9468,11164,9545,9426,11118,9445,10864,11448,9457,9217
26.0,11621,9554,9566,11307,9635,9523,11293,9545,11073,11616,9554,9340
