,A,AH,AJ,B,C,D,DG,DI,E,F,G,H,HI,I,IJ,J
21.0,684,,,280,692,738,,,366,563,366,370,,556,1140,584
67.0,,,,,,,,,,,,,,,,
102.0,,,,,,,,,,,,,,,,
