,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,9950848,18292,544,345,4,NTKO
18.0/F中層A,18.0,中層,A,14603360,17060,856,266,4,NTKO
28.0/F高層A,28.0,高層,A,15046768,17578,856,241,4,NTKO
8.0/F低層B,8.0,低層,B,7051968,20034,352,366,4,NTKO
18.0/F中層B,18.0,中層,B,12032567,17879,673,326,4,NTKO
28.0/F高層B,28.0,高層,B,12404736,18432,673,306,4,NTKO
8.0/F低層C,8.0,低層,C,11997888,17854,672,321,3,NTKO
18.0/F中層C,18.0,中層,C,10036632,18552,541,346,3,NTKO
28.0/F高層C,28.0,高層,C,10355281,19141,541,331,3,NTKO
8.0/F低層D,8.0,低層,D,9835380,18180,541,318,4,NTKO
18.0/F中層D,18.0,中層,D,7536478,20819,362,328,3,NTKO
28.0/F高層D,28.0,高層,D,7673676,21198,362,347,4,NTKO
8.0/F低層E,8.0,低層,E,7041262,19451,362,331,3,NTKO
18.0/F中層E,18.0,中層,E,7256290,20045,362,325,3,NTKO
28.0/F高層E,28.0,高層,E,7473490,20645,362,352,4,NTKO
