,A,B,C,D,E,F,G,H,J,K
8.0,5552368,5320896,5532240,5550000,4230696,4577188,5314976,5499680,4449412,4260435
20.0,5774960,5641168,5762528,5825872,4370340,4961968,5529872,6074512,4717064,4419905
33.0,6147328,5993408,6210080,6309536,4515587,5180252,5937760,6365776,4880172,4584116
