,1,2,3,4,5,6,7,8
8.0,9470,10051,9591,9591,9232,9957,9596,9068
20.0,10092,10438,9657,9657,9580,10597,9784,9278
33.0,9850,10589,9838,9838,9793,10559,9936,9621
