,1,10,14,16,2,20,21,3,6
5.0,3857625,3867912,3880866,3867912,3867912,4560920,4560920,3865626,3867912
10.0,3915156,3925824,3938778,3925824,3925824,4629030,4629030,3923538,3925824
16.0,3983355,2884932,4007358,3994023,3994023,4709390,4709390,3991737,3994023
