,A,B,C,D,E,F,G
4.0,11437860,7952118,8250366,8354304,6082616,7853784,7940804
7.0,11962758,9163983,8943582,8744904,6278416,8173926,8307662
10.0,12233883,9417774,9069078,8661240,6926336,8290258,8428116
