,A,B,C,D,E,F,G,H
15.0,8926530,7259772,6795005,7147319,7121927,7109760,6052353,8222440
32.0,9283260,7414716,7163189,7532431,7178530,7251003,6370692,8565920
49.0,9533730,7480352,7691131,7531373,7464190,7447791,6850890,8843034
