,1,10,14,16,2,20,21,3,6
5.0,10125,10152,10186,10152,10152,9308,9308,10146,10152
10.0,10276,10304,10338,10304,10304,9447,9447,10298,10304
16.0,10455,7572,10518,10483,10483,9611,9611,10477,10483
