,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
8.0,646,601,601,539,539,433,433,646,601,601,539,539,433,433,646,646
20.0,432,601,601,535,535,433,429,646,597,601,535,535,429,429,646,639
33.0,432,594,594,530,530,426,426,631,594,601,530,535,426,426,634,634
