,A,B,C,D,E,F,G,H
9.0,8666280,8163571,8357307,8408608,6620460,6182600,6206920,6636716
22.0,8922970,8423857,8360961,8699257,6790014,6102420,6155240,6887576
37.0,9204265,8452574,8635011,9370468,7026096,6157900,6398060,7002384
