,1,10,2,3,4,5,6,7,8,9
7.0,11380,13694,11478,13997,11124,13737,11267,11478,13694,10878
18.0,12157,13813,12375,13724,11963,13677,11569,12375,13813,11286
29.0,12291,14005,12637,13156,12365,14005,12012,12637,14005,11692
