,1,10,11,12,13,14,2,3,4,5,6,7,8,9
7.0,9624,10950,10916,10708,9702,10951,10824,10605,10377,10125,9362,10498,10510,10113
15.0,10088,11482,11441,10081,10152,11479,10789,11088,10062,10003,9315,9958,10274,10496
23.0,10510,11470,10624,10557,10999,10999,10561,9838,10537,11061,9716,10370,10716,10647
