,A,B,C,D,E,F,G,H,J,K
7.0,20365856,21144128,20365856,19137344,21650112,20771072,18810848,20594304,20889164,20730360
16.0,21932048,21944912,21932048,23170208,22918288,21960992,19763296,22035438,22079121,21924609
25.0,23577568,23883088,23577568,24658144,24643136,23980640,21061219,23245056,23835622,23996572
