,1,10,11,12,1321,14,1410,1421,15,16,17,18,1806,1816,19,1909,1920,2,20,21,22,23,2414,27,28,3,4,422,5,507,6,7,710,8,818,9
7.0,550,667,525,522,638,522,667,638,533,660,635,775,528,660,644,518,652,525,652,638,729,729,520,686,431,522,522,729,525,528,528,528,667,654,776,518
14.0,550,667,525,522,638,522,667,638,533,660,583,775,528,660,643,518,652,525,652,638,729,729,520,686,431,522,522,729,525,528,528,528,667,651,776,518
21.0,550,673,525,522,638,522,667,638,533,660,443,775,528,660,448,518,652,525,449,638,504,729,520,686,431,522,522,729,525,528,532,528,667,654,776,518
