,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層1,5.0,低層,1,4281925,14515,295
13.0/F中層1,13.0,中層,1,4491670,15226,295
21.0/F高層1,21.0,高層,1,4701120,15936,295
5.0/F低層2,5.0,低層,2,3909120,16288,240
13.0/F中層2,13.0,中層,2,4114080,17142,240
21.0/F高層2,21.0,高層,2,4303200,17930,240
5.0/F低層3,5.0,低層,3,4473210,18258,245
13.0/F中層3,13.0,中層,3,4680235,19103,245
21.0/F高層3,21.0,高層,3,4886035,19943,245
5.0/F低層4,5.0,低層,4,4324250,17650,245
13.0/F中層4,13.0,中層,4,4576845,18681,245
21.0/F高層4,21.0,高層,4,4709145,19221,245
5.0/F低層5,5.0,低層,5,4366080,18192,240
13.0/F中層5,13.0,中層,5,4584960,19104,240
21.0/F高層5,21.0,高層,5,4805040,20021,240
5.0/F低層6,5.0,低層,6,4430310,15018,295
13.0/F中層6,13.0,中層,6,4484000,15200,295
21.0/F高層6,21.0,高層,6,4686665,15887,295
