,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,7726320,13797,560,322,4,HNP
11.0/F中層A,11.0,中層,A,7993612,14377,556,337,4,HNP
19.0/F高層A,19.0,高層,A,6706800,15525,432,270,4,HNP
4.0/F低層B,4.0,低層,B,7214282,12814,563,336,4,HNP
11.0/F中層B,11.0,中層,B,7364040,13080,563,329,3,HNP
19.0/F高層B,19.0,高層,B,7800680,14030,556,355,4,HNP
4.0/F低層C,4.0,低層,C,7871920,14057,560,361,4,HNP
11.0/F中層C,11.0,中層,C,7593540,13322,570,378,4,HNP
19.0/F高層C,19.0,高層,C,7953780,13954,570,357,4,HNP
4.0/F低層D,4.0,低層,D,7330770,12861,570,338,4,HNP
11.0/F中層D,11.0,中層,D,7657380,13434,570,357,4,HNP
19.0/F高層D,19.0,高層,D,7145611,15107,473,341,4,HNP
