,1137,12,1338,15,1548,1648,1739,1843,1846,2042,2136,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,634,837,849,931,941
8.0,6052397,5417316,4653240,5525078,5130520,5130520,5466044,5058315,4971312,4964944,6524136,6685236,6652828,6760530,6760530,6760530,7482656,6354233,5776807,5792256,5810688,5806080,5810688,6524136,6197400,4686288,4981340,4964944,5058315,4964944,5058315,4831909,5412150,4882164,4881650,5130520,4953080,5810688,6052397,5003240,5771097,5058315
14.0,6286092,5625072,4830720,5737212,5341550,5341550,5675790,5072110,5161407,5169244,6745248,6945963,6911450,6895672,6975934,6895672,7782788,6607428,5998926,6021504,6034752,6033600,6034752,6745248,6436532,4862544,4779405,5169244,5072110,5169244,5072110,5027248,5627097,5082310,5082345,5341550,5141840,6034752,6286092,5194640,5993787,5072110
21.0,6849388,6142896,4925784,6265948,5647520,5647520,6198574,5358245,5266724,5462528,7252740,6165384,5852276,6165384,6187338,6187338,6004485,6007827,6504832,6279552,6575616,6284736,6575616,7252740,6922934,5055936,6302393,5462528,5358245,5462528,5358245,5268909,6042114,5348443,5327985,5647520,5262840,6575616,6849388,5300680,6531098,5358245
