,A,B,C,D,E,F,G
5.0,8718735,9007825,8578820,8226020,9732240,8959720,9589788
10.0,9211180,9517775,8846700,8689585,10279920,9377060,9871082
17.0,,7797000,7217500,9182340,7836960,9621150,10277306
