,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,14544648,17566,828,393,4,HNP
22.0/F中層A,22.0,中層,A,15702192,18964,828,382,4,HNP
35.0/F高層A,35.0,高層,A,16338924,19733,828,353,4,HNP
8.0/F低層B,8.0,低層,B,14133192,17384,813,393,4,HNP
22.0/F中層B,22.0,中層,B,15347814,18878,813,390,4,HNP
35.0/F高層B,35.0,高層,B,15929109,19593,813,360,4,HNP
8.0/F低層C,8.0,低層,C,14188022,17366,817,375,4,HNP
22.0/F中層C,22.0,中層,C,14921688,18264,817,388,4,HNP
35.0/F高層C,35.0,高層,C,15397182,18846,817,352,4,HNP
8.0/F低層D,8.0,低層,D,11140693,17219,647,302,4,HNP
22.0/F中層D,22.0,中層,D,11365202,17566,647,348,4,HNP
35.0/F高層D,35.0,高層,D,12334408,19064,647,361,4,HNP
8.0/F低層E,8.0,低層,E,10407215,16705,623,326,4,HNP
22.0/F中層E,22.0,中層,E,11026477,17699,623,344,4,HNP
35.0/F高層E,35.0,高層,E,11698694,18778,623,342,4,HNP
8.0/F低層F,8.0,低層,F,10828098,17106,633,361,4,HNP
22.0/F中層F,22.0,中層,F,11314242,17874,633,372,4,HNP
35.0/F高層F,35.0,高層,F,11252841,17777,633,351,3,HNP
8.0/F低層G,8.0,低層,G,11561256,17052,678,345,4,HNP
22.0/F中層G,22.0,中層,G,12087384,17828,678,363,4,HNP
35.0/F高層G,35.0,高層,G,12977598,19141,678,369,4,HNP
8.0/F低層H,8.0,低層,H,14681267,17131,857,333,4,HNP
22.0/F中層H,22.0,中層,H,15785940,18420,857,354,4,HNP
35.0/F高層H,35.0,高層,H,16845192,19656,857,352,4,HNP
