,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,,,,,,HNP
6.0/F中層A,6.0,中層,A,,,,,,HNP
9.0/F高層A,9.0,高層,A,,,,,,HNP
2.0/F低層B,2.0,低層,B,,,,,,HNP
6.0/F中層B,6.0,中層,B,,,,,,HNP
9.0/F高層B,9.0,高層,B,,,,,,HNP
2.0/F低層C,2.0,低層,C,,,,,,HNP
6.0/F中層C,6.0,中層,C,,,,,,HNP
9.0/F高層C,9.0,高層,C,,,,,,HNP
2.0/F低層D,2.0,低層,D,,,,,,HNP
6.0/F中層D,6.0,中層,D,,,,,,HNP
9.0/F高層D,9.0,高層,D,,,,,,HNP
