,1137,12,1338,15,1548,1648,1739,1843,1846,2042,2136,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,634,837,849,931,941
8.0,607,522,408,533,470,470,527,445,437,454,666,699,686,686,686,686,794,641,571,576,576,576,576,666,626,408,455,454,445,454,445,437,513,437,445,470,440,576,607,440,571,445
14.0,607,522,408,533,470,470,527,445,437,454,666,699,686,686,686,686,794,641,571,576,576,576,576,666,626,408,405,454,445,454,445,437,513,437,445,470,440,576,607,440,571,445
21.0,607,522,408,533,470,470,527,445,437,454,666,524,526,524,526,526,501,511,571,576,576,576,576,666,626,408,527,454,445,454,445,437,513,437,445,470,440,576,607,440,571,445
