,A,B,C,D,E,F,G,H
9.0,16704896,16640190,11413188,12785360,16329870,15414945,17879344,17352594
22.0,18067712,18594142,11591892,13646240,17655678,17388805,20724872,19155528
35.0,19079424,19660788,13410144,16405000,19010781,18531100,19975914,20251581
