,1044,1330,136,138,1838,236,238,260,30,32,34,36,38,40,42,44,540,56,58,60,62,64,66,668,68,70
4.0,628,628,656,656,634,656,656,520,628,471,471,656,656,520,520,628,520,628,520,520,656,656,471,471,471,628
10.0,628,628,656,656,634,656,656,520,628,471,471,656,656,520,520,628,520,628,520,520,656,656,471,471,471,628
17.0,628,628,656,656,634,656,656,520,606,467,467,634,656,520,520,628,520,606,520,520,634,656,467,471,471,628
