,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6296472,13454,468,397,4,HNP
12.0/F中層A,12.0,中層,A,6827652,14589,468,330,4,HNP
19.0/F高層A,19.0,高層,A,6869304,14678,468,325,4,HNP
6.0/F低層B,6.0,低層,B,5894764,14591,404,405,3,HNP
12.0/F中層B,12.0,中層,B,6108884,15121,404,390,3,HNP
19.0/F高層B,19.0,高層,B,6216348,15387,404,398,3,HNP
6.0/F低層C,6.0,低層,C,5696016,13434,424,375,3,HNP
12.0/F中層C,12.0,中層,C,5905896,13929,424,390,3,HNP
19.0/F高層C,19.0,高層,C,6140792,14483,424,411,3,HNP
6.0/F低層D,6.0,低層,D,6430592,14354,448,381,4,HNP
12.0/F中層D,12.0,中層,D,6526016,14567,448,370,4,HNP
19.0/F高層D,19.0,高層,D,6069952,13549,448,378,4,HNP
