,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,12812679,10923,1173
12.0/F中層A,12.0,中層,A,11650236,9932,1173
19.0/F高層A,19.0,高層,A,9871788,10884,907
6.0/F低層B,6.0,低層,B,15068952,11468,1314
12.0/F中層B,12.0,中層,B,13752382,10286,1337
19.0/F高層B,19.0,高層,B,14624460,10785,1356
6.0/F低層C,6.0,低層,C,11893530,9402,1265
12.0/F中層C,12.0,中層,C,11074293,9441,1173
19.0/F高層C,19.0,高層,C,11578752,10051,1152
6.0/F低層D,6.0,低層,D,6787252,8516,797
12.0/F中層D,12.0,中層,D,7241542,9086,797
19.0/F高層D,19.0,高層,D,7734088,9704,797
6.0/F低層E,6.0,低層,E,7098840,8764,810
12.0/F中層E,12.0,中層,E,9052758,10551,858
19.0/F高層E,19.0,高層,E,7271802,11691,622
6.0/F低層F,6.0,低層,F,4847102,9094,533
12.0/F中層F,12.0,中層,F,5036850,9450,533
19.0/F高層F,19.0,高層,F,5815881,11337,513
6.0/F低層G,6.0,低層,G,4933981,9257,533
12.0/F中層G,12.0,中層,G,5124262,9614,533
19.0/F高層G,19.0,高層,G,4795880,10204,470
6.0/F低層H,6.0,低層,H,7317744,9012,812
12.0/F中層H,12.0,中層,H,7726180,9515,812
19.0/F高層H,19.0,高層,H,7296866,11278,647
6.0/F低層I,6.0,低層,I,9861172,10558,934
12.0/F中層I,12.0,中層,I,10237612,10822,946
19.0/F高層I,19.0,高層,I,10623580,11230,946
6.0/F低層J,6.0,低層,J,7121240,8770,812
12.0/F中層J,12.0,中層,J,7406252,9121,812
19.0/F高層J,19.0,高層,J,7785600,9732,800
6.0/F低層K,6.0,低層,K,7118007,8931,797
12.0/F中層K,12.0,中層,K,9672033,10711,903
19.0/F高層K,19.0,高層,K,7147402,11491,622
6.0/F低層L,6.0,低層,L,7074969,8877,797
12.0/F中層L,12.0,中層,L,7658926,9409,814
19.0/F高層L,19.0,高層,L,7106350,11425,622
6.0/F低層M,6.0,低層,M,4847102,9094,533
12.0/F中層M,12.0,中層,M,5036850,9450,533
19.0/F高層M,19.0,高層,M,5815881,11337,513
6.0/F低層N,6.0,低層,N,4864691,9127,533
12.0/F中層N,12.0,中層,N,5051241,9477,533
19.0/F高層N,19.0,高層,N,5236192,9824,533
