,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,,,
16.0/F中層A,16.0,中層,A,,,
21.0/F高層A,21.0,高層,A,,,
9.0/F低層B,9.0,低層,B,17297206,20543,842
16.0/F中層B,16.0,中層,B,17495918,20779,842
21.0/F高層B,21.0,高層,B,17996066,21373,842
9.0/F低層C,9.0,低層,C,,,
16.0/F中層C,16.0,中層,C,,,
21.0/F高層C,21.0,高層,C,,,
9.0/F低層D,9.0,低層,D,,,
16.0/F中層D,16.0,中層,D,,,
21.0/F高層D,21.0,高層,D,,,
9.0/F低層E,9.0,低層,E,,,
16.0/F中層E,16.0,中層,E,,,
21.0/F高層E,21.0,高層,E,,,
