,A,B,C,D,E,F,G,H,I
3.0,14290,14379,14379,15219,16233,,14967,15488,14977
6.0,14556,14647,14647,15495,16507,14556,15246,15758,15256
9.0,14822,14915,14915,15768,16780,14822,15524,16027,15535
