,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,9869040,13707,720,104,1,HNP
6.0/F中層A,6.0,中層,A,10113840,14047,720,110,1,HNP
9.0/F高層A,9.0,高層,A,10298160,14303,720,108,1,HNP
2.0/F低層B,2.0,低層,B,6898920,11460,602,75,1,HNP
6.0/F中層B,6.0,中層,B,7063868,11734,602,71,1,HNP
9.0/F高層B,9.0,高層,B,7187880,11940,602,68,1,HNP
2.0/F低層B1,2.0,低層,B1,6898920,11460,602,112,1,HNP
6.0/F中層B1,6.0,中層,B1,7063868,11734,602,106,1,HNP
9.0/F高層B1,9.0,高層,B1,7187880,11940,602,102,1,HNP
2.0/F低層B3,2.0,低層,B3,6898920,11460,602,75,1,HNP
6.0/F中層B3,6.0,中層,B3,7063868,11734,602,71,1,HNP
9.0/F高層B3,9.0,高層,B3,7187880,11940,602,68,1,HNP
2.0/F低層D,2.0,低層,D,6126302,11494,533,67,1,HNP
6.0/F中層D,6.0,中層,D,6272877,11769,533,63,1,HNP
9.0/F高層D,9.0,高層,D,6383208,11976,533,60,1,HNP
2.0/F低層D7,2.0,低層,D7,6126302,11494,533,67,1,HNP
6.0/F中層D7,6.0,中層,D7,6272877,11769,533,63,1,HNP
9.0/F高層D7,9.0,高層,D7,6383208,11976,533,60,1,HNP
