,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層1,4.0,低層,1,21182112,17696,1197,336,4,HNP
10.0/F中層1,10.0,中層,1,22277367,18611,1197,345,4,HNP
17.0/F高層1,17.0,高層,1,24080049,20117,1197,327,4,HNP
4.0/F低層2,4.0,低層,2,19715580,17340,1137,302,4,HNP
10.0/F中層2,10.0,中層,2,20745702,18246,1137,304,4,HNP
17.0/F高層2,17.0,高層,2,22121472,19456,1137,355,5,HNP
4.0/F低層3,4.0,低層,3,19511100,16300,1197,350,3,HNP
10.0/F中層3,10.0,中層,3,20332242,16986,1197,318,3,HNP
17.0/F高層3,17.0,高層,3,23203845,19385,1197,350,3,HNP
4.0/F低層4,4.0,低層,4,21210840,17720,1197,353,4,HNP
10.0/F中層4,10.0,中層,4,22326444,18652,1197,358,4,HNP
17.0/F高層4,17.0,高層,4,23944788,20004,1197,349,4,HNP
4.0/F低層5,4.0,低層,5,21326949,17817,1197,368,4,HNP
10.0/F中層5,10.0,中層,5,22625694,18902,1197,332,3,HNP
17.0/F高層5,17.0,高層,5,23902893,19969,1197,377,3,HNP
4.0/F低層6,4.0,低層,6,20886453,17449,1197,342,4,HNP
10.0/F中層6,10.0,中層,6,22593375,18875,1197,363,4,HNP
17.0/F高層6,17.0,高層,6,23871771,19943,1197,350,4,HNP
