,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,9306462,15059,618,376,4,HNP
18.0/F中層A,18.0,中層,A,9925679,16087,617,358,3,HNP
26.0/F高層A,26.0,高層,A,10153969,16457,617,329,4,HNP
9.0/F低層B,9.0,低層,B,7890871,14321,551,337,4,HNP
18.0/F中層B,18.0,中層,B,8139992,14854,548,338,3,HNP
26.0/F高層B,26.0,高層,B,8607984,15708,548,354,4,HNP
9.0/F低層C,9.0,低層,C,7467493,14333,521,375,3,HNP
18.0/F中層C,18.0,中層,C,7845264,15204,516,377,3,HNP
26.0/F高層C,26.0,高層,C,8236392,15962,516,384,3,HNP
9.0/F低層D,9.0,低層,D,7807614,14621,534,329,4,HNP
18.0/F中層D,18.0,中層,D,8222535,15485,531,329,4,HNP
26.0/F高層D,26.0,高層,D,8442900,15900,531,322,4,HNP
9.0/F低層E,9.0,低層,E,7659600,14730,520,378,4,HNP
18.0/F中層E,18.0,中層,E,8001774,15598,513,377,4,HNP
26.0/F高層E,26.0,高層,E,8378316,16332,513,357,4,HNP
9.0/F低層F,9.0,低層,F,4979590,17171,290,340,4,HNP
18.0/F中層F,18.0,中層,F,5141422,17977,286,352,4,HNP
26.0/F高層F,26.0,高層,F,5379946,18811,286,343,4,HNP
9.0/F低層G,9.0,低層,G,5218272,18119,288,327,3,HNP
18.0/F中層G,18.0,中層,G,5426480,18712,290,358,4,HNP
26.0/F高層G,26.0,高層,G,5539000,19100,290,362,4,HNP
